qseqid	sseqid	pident	length	qcovs	evalue	bitscore	confidence	kingdom	phylum	class	order	family	genus	species
ASV0086	LC814915.1.<1.>739###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Plectroglyphidodon_80986;Plectroglyphidodon_imparipennis_997974	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Plectroglyphidodon	Plectroglyphidodon imparipennis
ASV0087	MH248172.1.<1.>670###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Carangiformes_1489907;Carangidae_8157;Caranx_8158;Caranx_sexfasciatus_173346	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Carangiformes	Carangidae	Caranx	Caranx sexfasciatus
ASV0088	OP035184.1.70.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Echidna_189497;Echidna_nebulosa_586818	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Echidna	Echidna nebulosa
ASV0089	MH248213.1.<1.>651###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Spariformes_1489931;Lethrinidae_30848;Lethrinus_119720;Lethrinus_nebulosus_182658	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Spariformes	Lethrinidae	Lethrinus	Lethrinus nebulosus
ASV0090	OP718221.1.69.1023###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Parupeneus_334899;Parupeneus_multifasciatus_626244	100	197	100	2.88e-100	364	species	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	Parupeneus	Parupeneus multifasciatus
ASV0091	MW133237.1.70.1019###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_rueppelliae_3040411	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax rueppelliae
ASV0092	OQ342818.1.<1.>219###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Centrarchiformes_1489940;Kyphosidae_30843;Kyphosus_163142;Kyphosus_sectatrix_1099869	100	198	100	8.05e-101	366	species	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Kyphosidae	Kyphosus	Kyphosus sectatrix
ASV0093	OR654976.1.71.1025###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Dascyllus_50744;Dascyllus_aruanus_80949	98.985	197	100	6.23e-97	353	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Dascyllus	Dascyllus aruanus
ASV0094	OP035255.2.69.1022###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Chlorurus_126670;Chlorurus_spilurus_1236054	99.497	199	100	1.05e-99	363	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Chlorurus	Chlorurus spilurus
ASV0095	AY279646.1.<1.>880###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Stethojulis_241347;Stethojulis_bandanensis_241348	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Stethojulis	Stethojulis bandanensis
ASV0096	AP019605.1.69.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Tetraodontidae_31031;Arothron_50368;Arothron_nigropunctatus_300224	100	198	100	8.05e-101	366	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Arothron	Arothron nigropunctatus
ASV0097	JQ707038.1.<1.>864###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Chromis_80974;Chromis_nigrura_997968	98.99	198	100	1.74e-97	355	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Chromis	Chromis nigrura
ASV0098	JQ729317.1.<1.>875###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Chrysiptera_80978;Chrysiptera_annulata_229099	97.436	195	100	8.02e-91	333	genus	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Chrysiptera	Chrysiptera sp.
ASV0099	LC499516.1.<1.>168###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Gunnellichthys_86212;Gunnellichthys_pleurotaenia_348440	93.902	164	85	2.97e-65	248	family	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
ASV0100	LC669519.1.<1.890###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Acropomatiformes_3051910;Pempheridae_30859;Pempheris_463599;Pempheris_adusta_475169	92.462	199	100	1.07e-74	279	family	Eukaryota	Chordata	Actinopteri	Acropomatiformes	Pempheridae	NA	NA
ASV0101	LC146314.1.<1.>170###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Eviota_166746;Eviota_distigma_1146967	96.491	171	86	2.98e-75	281	genus	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Eviota	Eviota sp.
ASV0102	OP035076.1.69.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Holocentriformes_1490028;Holocentridae_47697;Sargocentron_47707;Sargocentron_punctatissimum_47711	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Holocentriformes	Holocentridae	Sargocentron	Sargocentron punctatissimum
ASV0103	MZ329993.1.70.1014###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Beloniformes_76071;Belonidae_94935;Tylosurus_129072;Tylosurus_crocodilus_129077	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Beloniformes	Belonidae	Tylosurus	Tylosurus crocodilus
ASV0104	LC278140.2.<1.887###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Cirripectes_703910;Cirripectes_polyzona_879475	100	195	100	3.68e-99	361	species	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Cirripectes	Cirripectes polyzona
ASV0105	AP005987.1.69.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Fistulariidae_206152;Fistularia_206153;Fistularia_commersonii_215343	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Fistulariidae	Fistularia	Fistularia commersonii
ASV0106	JX242924.1.<1.>730###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_fuscomaculatus_1146971	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax fuscomaculatus
ASV0107	LC772878.1.<1.>170###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Palutrus_2589341;Palutrus_meteori_3053078	94.706	170	86	1.07e-69	263	family	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
ASV0108	LC520090.1.70.1023###root_1;Eukaryota_2759;Chordata_7711;Mammalia_40674;Carnivora_33554;Canidae_9608;Canis_9611;Canis_lupus_9612	100	169	100	8.86e-85	313	species	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus
ASV0109	KT600971.1.<1.>764###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Balistidae_31024;Rhinecanthus_245704;Rhinecanthus_rectangulus_480297	100	198	100	8.05e-101	366	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Balistidae	Rhinecanthus	Rhinecanthus rectangulus
ASV0110	LC584263.1.<1.>545###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Kurtiformes_1489876;Apogonidae_83881;Ostorhinchus_638290;Ostorhinchus_taeniophorus_247547	98.462	195	100	3.71e-94	344	species	Eukaryota	Chordata	Actinopteri	Kurtiformes	Apogonidae	Ostorhinchus	Ostorhinchus taeniophorus
ASV0111	MZ598300.1.<1.>169###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Cabillus_166736;Cabillus_tongarevae_166737	95.783	166	85	8.26e-71	267	genus	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Cabillus	Cabillus sp.
ASV0112	PP140670.1.11089.12034###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Siganidae_75382;Siganidae_75382;Siganus_75041;Siganus_argenteus_225755	100	197	100	2.88e-100	364	species	Eukaryota	Chordata	Actinopteri	Siganidae	Siganidae	Siganus	Siganus argenteus
ASV0113	AP019337.1.69.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Eviota_166746;Eviota_prasina_595619	87.755	196	100	3.87e-59	228	order	Eukaryota	Chordata	Actinopteri	Gobiiformes	NA	NA	NA
ASV0114	LC654180.1.<1.895###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Parupeneus_334899;Parupeneus_ciliatus_435217	98.477	197	100	2.90e-95	348	species	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	Parupeneus	Parupeneus ciliatus
ASV0115	MZ597946.1.<1.>169###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Kurtiformes_1489876;Apogonidae_83881;Nectamia_638237;Nectamia_savayensis_316373	99.398	166	85	2.28e-81	302	species	Eukaryota	Chordata	Actinopteri	Kurtiformes	Apogonidae	Nectamia	Nectamia savayensis
ASV0116	OP035070.2.69.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Novaculichthys_241322;Novaculichthys_taeniourus_241500	100	197	100	2.88e-100	364	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Novaculichthys	Novaculichthys taeniourus
ASV0117	AP012020.1.72.1025###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Siluriformes_7995;Plotosidae_30997;Plotosus_243561;Plotosus_japonicus_909843	98.485	198	100	8.11e-96	350	species	Eukaryota	Chordata	Actinopteri	Siluriformes	Plotosidae	Plotosus	Plotosus japonicus
ASV0118	KT600949.1.<1.>762###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Monacanthidae_143346;Cantherhines_303711;Cantherhines_pullus_303713	100	197	100	2.88e-100	364	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Monacanthidae	Cantherhines	Cantherhines pullus
ASV0119	LC026706.1.<1.>168###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Scorpaenidae_8108;Parascorpaena_626228;Parascorpaena_mossambica_1003773	93.452	168	86	8.31e-66	250	family	Eukaryota	Chordata	Actinopteri	Perciformes	Scorpaenidae	NA	NA
ASV0120	KF374964.1.<1.>946###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Mugiliformes_41872;Mugilidae_8189;Moolgarda_1111164;Moolgarda_seheli_1111465	97.99	199	100	1.05e-94	346	genus	Eukaryota	Chordata	Actinopteri	Mugiliformes	Mugilidae	Moolgarda	Moolgarda sp.
ASV0121	LC579379.1.<1.>497###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Acanthuriformes_1489937;Acanthuridae_29146;Acanthurus_12912;Acanthurus_guttatus_75013	100	197	100	2.88e-100	364	species	Eukaryota	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Acanthurus	Acanthurus guttatus
ASV0122	OP718221.1.69.1023###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Parupeneus_334899;Parupeneus_multifasciatus_626244	96.97	198	100	2.94e-90	331	genus	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	Parupeneus	Parupeneus sp.
ASV0123	LC499568.2.<1.890###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Callogobius_166738;Callogobius_sclateri_166739	96.907	194	100	1.33e-88	326	genus	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Callogobius	Callogobius sp.
ASV0124	MZ329993.1.70.1014###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Beloniformes_76071;Belonidae_94935;Tylosurus_129072;Tylosurus_crocodilus_129077	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Beloniformes	Belonidae	Tylosurus	Tylosurus crocodilus
ASV0125	OP718224.1.70.1024###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Parupeneus_334899;Parupeneus_barberinus_475168	99.495	198	100	3.75e-99	361	species	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	Parupeneus	Parupeneus barberinus
ASV0126	KT600971.1.<1.>764###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Balistidae_31024;Rhinecanthus_245704;Rhinecanthus_rectangulus_480297	98.99	198	100	1.74e-97	355	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Balistidae	Rhinecanthus	Rhinecanthus rectangulus
ASV0127	MW630192.1.<1.>841###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Plesiopidae_30861;Plesiopidae_30861;Plesiops_270569;Plesiops_coeruleolineatus_1146978	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Plesiopidae	Plesiopidae	Plesiops	Plesiops coeruleolineatus
ASV0128	OM302214.1.69.1027###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Spariformes_1489931;Lethrinidae_30848;Gnathodentex_490322;Gnathodentex_aureolineatus_490323	100	197	100	2.88e-100	364	species	Eukaryota	Chordata	Actinopteri	Spariformes	Lethrinidae	Gnathodentex	Gnathodentex aureolineatus
ASV0129	KY815251.1.<1.>888###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Cheilinus_202584;Cheilinus_trilobatus_290113	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Cheilinus	Cheilinus trilobatus
ASV0130	MW376909.1.69.1014###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Siganidae_75382;Siganidae_75382;Siganus_75041;Siganus_luridus_226939	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Siganidae	Siganidae	Siganus	Siganus luridus
ASV0131	OP035185.1.69.1023###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Kurtiformes_1489876;Apogonidae_83881;Pristiapogon_638292;Pristiapogon_kallopterus_316349	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Kurtiformes	Apogonidae	Pristiapogon	Pristiapogon kallopterus
ASV0132	PP467879.1.<1.>682###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Stomiiformes_48438;Gonostomatidae_48439;Cyclothone_48440;Cyclothone_microdon_48447	87.047	193	99	1.08e-54	213	order	Eukaryota	Chordata	Actinopteri	Stomiiformes	NA	NA	NA
ASV0133	AP019601.1.69.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Tetraodontidae_31031;Arothron_50368;Arothron_manilensis_300222	98.99	198	100	1.74e-97	355	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Arothron	Arothron manilensis
ASV0134	LC458136.2.<1.890###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gerreiformes_2024538;Gerreidae_274463;Gerres_274464;Gerres_erythrourus_332416	95.918	196	100	8.08e-86	316	genus	Eukaryota	Chordata	Actinopteri	Gerreiformes	Gerreidae	Gerres	Gerres sp.
ASV0135	KT600964.1.<1.>763###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Balistidae_31024;Pseudobalistes_303694;Pseudobalistes_flavimarginatus_392903	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Balistidae	Pseudobalistes	Pseudobalistes flavimarginatus
ASV0136	AP005991.1.70.1024###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Serranidae_30871;Epinephelus_94231;Epinephelus_merra_215346	96.939	196	100	1.04e-89	329	genus	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Epinephelus	Epinephelus sp.
ASV0137	OQ656152.1.70.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_buroensis_876628	100	195	100	3.68e-99	361	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax buroensis
ASV0138	LC830264.1.<1.885###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Beloniformes_76071;Hemiramphidae_88694;Hemiramphus_88695;Hemiramphus_far_293920	98.469	196	100	1.04e-94	346	species	Eukaryota	Chordata	Actinopteri	Beloniformes	Hemiramphidae	Hemiramphus	Hemiramphus far
ASV0139	KT600964.1.<1.>763###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Balistidae_31024;Pseudobalistes_303694;Pseudobalistes_flavimarginatus_392903	100	197	100	2.88e-100	364	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Balistidae	Pseudobalistes	Pseudobalistes flavimarginatus
ASV0140	AP012310.1.70.1024###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Mulloidichthys_342442;Mulloidichthys_vanicolensis_342443	98.985	197	100	6.23e-97	353	species	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	Mulloidichthys	Mulloidichthys vanicolensis
ASV0141	LC710304.1.<1.889###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Tripterygiidae_57771;Enneapterygius_130720;Enneapterygius_etheostoma_3354692	94.359	195	100	2.91e-80	298	family	Eukaryota	Chordata	Actinopteri	Blenniiformes	Tripterygiidae	NA	NA
ASV0142	MT954104.1.70.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Abudefduf_36213;Abudefduf_vaigiensis_192871	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Abudefduf	Abudefduf vaigiensis
ASV0143	AY279603.1.<1.>902###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Halichoeres_51788;Halichoeres_marginatus_241295	97.949	195	100	6.20e-92	337	genus	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Halichoeres	Halichoeres sp.
ASV0145	KM224290.1.<1.>319###root_1;Eukaryota_2759;Chordata_7711;Mammalia_40674;Primates_9443;Hominidae_9604;Homo_9605;Homo_sapiens_9606	100	198	100	8.05e-101	366	species	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
ASV0146	AY279641.1.<1.>940###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Pteragogus_202595;Pteragogus_cryptus_202596	90.355	197	100	5.00e-68	257	family	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	NA	NA
ASV0147	AP012310.1.70.1024###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Mulloidichthys_342442;Mulloidichthys_vanicolensis_342443	98.985	197	100	6.23e-97	353	species	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	Mulloidichthys	Mulloidichthys vanicolensis
ASV0148	AP009162.1.69.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Acanthuriformes_1489937;Zanclidae_75383;Zanclus_75043;Zanclus_cornutus_75044	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Acanthuriformes	Zanclidae	Zanclus	Zanclus cornutus
ASV0149	JX242930.1.<1.>814###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_richardsonii_876637	100	195	100	3.68e-99	361	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax richardsonii
ASV0150	LC649115.1.<1.887###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_meleagris_473458	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax meleagris
ASV0151	LC814899.1.<1.>740###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Chrysiptera_80978;Chrysiptera_unimaculata_646023	100	195	100	3.68e-99	361	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Chrysiptera	Chrysiptera unimaculata
ASV0152	LC506702.2.<1.886###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Atheriniformes_8075;Atherinidae_69128;Hypoatherina_123717;Hypoatherina_tsurugae_126353	96.429	196	100	4.86e-88	324	genus	Eukaryota	Chordata	Actinopteri	Atheriniformes	Atherinidae	Hypoatherina	Hypoatherina sp.
ASV0153	AB974508.2.<1.888###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Holocentriformes_1490028;Holocentridae_47697;Myripristis_47699;Myripristis_greenfieldi_1522387	99.495	198	100	3.75e-99	361	species	Eukaryota	Chordata	Actinopteri	Holocentriformes	Holocentridae	Myripristis	Myripristis greenfieldi
ASV0154	LC579951.1.<1.>429###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Gobiesocidae_63826;Aspasma_181475;Aspasma_ubauo_2740759	91.237	194	100	1.06e-69	263	family	Eukaryota	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	NA	NA
ASV0155	AP006760.1.69.1014###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Clupeiformes_32446;Chirocentridae_94304;Chirocentrus_94305;Chirocentrus_dorab_221863	95.408	196	100	3.76e-84	311	genus	Eukaryota	Chordata	Actinopteri	Clupeiformes	Chirocentridae	Chirocentrus	Chirocentrus sp.
ASV0156	MW630248.1.<1.>827###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Plectroglyphidodon_80986;Plectroglyphidodon_johnstonianus_997975	97.475	198	100	1.76e-92	339	genus	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Plectroglyphidodon	Plectroglyphidodon sp.
ASV0157	LC715464.1.<1.898###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Spariformes_1489931;Lethrinidae_30848;Lethrinus_119720;Lethrinus_amboinensis_1828435	96.923	195	100	3.73e-89	327	genus	Eukaryota	Chordata	Actinopteri	Spariformes	Lethrinidae	Lethrinus	Lethrinus sp.
ASV0158	LC458136.2.<1.890###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gerreiformes_2024538;Gerreidae_274463;Gerres_274464;Gerres_erythrourus_332416	94.388	196	100	8.09e-81	300	family	Eukaryota	Chordata	Actinopteri	Gerreiformes	Gerreidae	NA	NA
ASV0159	FJ616362.1.<1.>948###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Stegastes_80992;Stegastes_lacrymatus_80988	97.5	200	100	4.91e-93	340	genus	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Stegastes	Stegastes sp.
